GoodReadsBooks_282,FreiburgBooks_14678,TRUE
GoodReadsBooks_8349,FreiburgBooks_11629,TRUE
GoodReadsBooks_632,FreiburgBooks_11844,TRUE
GoodReadsBooks_7972,FreiburgBooks_13392,TRUE
GoodReadsBooks_8391,FreiburgBooks_14471,TRUE
GoodReadsBooks_1233,FreiburgBooks_14684,TRUE
GoodReadsBooks_1254,FreiburgBooks_15362,TRUE
GoodReadsBooks_1104,FreiburgBooks_17705,TRUE
GoodReadsBooks_7,FreiburgBooks_7483,FALSE
GoodReadsBooks_8,FreiburgBooks_7484,FALSE
GoodReadsBooks_9,FreiburgBooks_7485,FALSE
GoodReadsBooks_10,FreiburgBooks_7486,FALSE
GoodReadsBooks_13,FreiburgBooks_7487,FALSE
GoodReadsBooks_30,FreiburgBooks_7493,FALSE
GoodReadsBooks_35,FreiburgBooks_7494,FALSE
GoodReadsBooks_37,FreiburgBooks_7495,FALSE
GoodReadsBooks_40,FreiburgBooks_7496,FALSE
GoodReadsBooks_44,FreiburgBooks_7497,FALSE
GoodReadsBooks_45,FreiburgBooks_7498,FALSE
GoodReadsBooks_46,FreiburgBooks_7499,FALSE
GoodReadsBooks_47,FreiburgBooks_7500,FALSE
GoodReadsBooks_48,FreiburgBooks_7501,FALSE
GoodReadsBooks_49,FreiburgBooks_7502,FALSE
GoodReadsBooks_51,FreiburgBooks_7503,FALSE
GoodReadsBooks_55,FreiburgBooks_7504,FALSE
GoodReadsBooks_57,FreiburgBooks_7505,FALSE
GoodReadsBooks_59,FreiburgBooks_7506,FALSE
GoodReadsBooks_61,FreiburgBooks_7507,FALSE
GoodReadsBooks_74,FreiburgBooks_7508,FALSE
GoodReadsBooks_75,FreiburgBooks_7509,FALSE
GoodReadsBooks_78,FreiburgBooks_7510,FALSE
GoodReadsBooks_84,FreiburgBooks_7511,FALSE
GoodReadsBooks_87,FreiburgBooks_7512,FALSE
GoodReadsBooks_88,FreiburgBooks_7513,FALSE
GoodReadsBooks_92,FreiburgBooks_7514,FALSE
GoodReadsBooks_95,FreiburgBooks_7515,FALSE
GoodReadsBooks_100,FreiburgBooks_7516,FALSE
GoodReadsBooks_105,FreiburgBooks_7517,FALSE
GoodReadsBooks_106,FreiburgBooks_7518,FALSE
GoodReadsBooks_107,FreiburgBooks_7519,FALSE
GoodReadsBooks_108,FreiburgBooks_7520,FALSE
GoodReadsBooks_109,FreiburgBooks_7521,FALSE
GoodReadsBooks_110,FreiburgBooks_7522,FALSE
GoodReadsBooks_120,FreiburgBooks_7523,FALSE
GoodReadsBooks_121,FreiburgBooks_7524,FALSE
GoodReadsBooks_122,FreiburgBooks_7525,FALSE
GoodReadsBooks_123,FreiburgBooks_7527,FALSE
GoodReadsBooks_127,FreiburgBooks_7528,FALSE
GoodReadsBooks_128,FreiburgBooks_7529,FALSE
GoodReadsBooks_131,FreiburgBooks_7530,FALSE
GoodReadsBooks_132,FreiburgBooks_7531,FALSE
GoodReadsBooks_137,FreiburgBooks_7532,FALSE
GoodReadsBooks_138,FreiburgBooks_7533,FALSE
GoodReadsBooks_140,FreiburgBooks_7534,FALSE
GoodReadsBooks_143,FreiburgBooks_7535,FALSE
GoodReadsBooks_144,FreiburgBooks_7536,FALSE
GoodReadsBooks_149,FreiburgBooks_7537,FALSE
GoodReadsBooks_151,FreiburgBooks_7538,FALSE
GoodReadsBooks_154,FreiburgBooks_7539,FALSE
GoodReadsBooks_155,FreiburgBooks_7540,FALSE
GoodReadsBooks_159,FreiburgBooks_7541,FALSE
GoodReadsBooks_160,FreiburgBooks_7542,FALSE
GoodReadsBooks_161,FreiburgBooks_7543,FALSE
GoodReadsBooks_162,FreiburgBooks_7544,FALSE
GoodReadsBooks_163,FreiburgBooks_7545,FALSE
GoodReadsBooks_168,FreiburgBooks_7546,FALSE
GoodReadsBooks_170,FreiburgBooks_7547,FALSE
GoodReadsBooks_174,FreiburgBooks_7548,FALSE
GoodReadsBooks_176,FreiburgBooks_7549,FALSE
GoodReadsBooks_177,FreiburgBooks_7550,FALSE
GoodReadsBooks_179,FreiburgBooks_7551,FALSE
GoodReadsBooks_183,FreiburgBooks_7552,FALSE
GoodReadsBooks_185,FreiburgBooks_7553,FALSE
GoodReadsBooks_186,FreiburgBooks_7554,FALSE
GoodReadsBooks_375,FreiburgBooks_8125,TRUE
